Subject,Start Date,End Date,All Day Event,Location
RTTBC25 DRAFT #4 (4 Horses),7/29/2025,8/2/2025,TRUE,
Week #10 Nominations Close (DMR),7/31/2025,7/31/2025,TRUE,
Week #12 Nominations Close (CT),8/1/2025,8/1/2025,TRUE,
Week #11 Nominations Close (MTH),8/1/2025,8/1/2025,TRUE,
Clement L. Hirsch S.-G1,8/2/2025,8/2/2025,TRUE,"Del Mar Racing, 2260 Jimmy Durante Blvd, Del Mar, CA 92014"
Saratoga Special S.-G2,8/2/2025,8/2/2025,TRUE,"Saratoga Racetrack, 267 Union Ave, Saratoga Springs, NY 12866"
Test S.-G1,8/2/2025,8/2/2025,TRUE,"Saratoga Racetrack, 267 Union Ave, Saratoga Springs, NY 12866"
Whitney H.-G1,8/2/2025,8/2/2025,TRUE,"Saratoga Racetrack, 267 Union Ave, Saratoga Springs, NY 12866"
RTTBC25 WEEK #9,8/2/2025,8/3/2025,TRUE,
Week #11 Nominations Close (SAR),8/2/2025,8/2/2025,TRUE,
West Virginia Derby-G3 (DATE TBD),8/3/2025,8/3/2025,TRUE,"Mountaineer Race Track, 1420 Mountaineer Cir, New Cumberland, WV 26047"
Adirondack S.-G3,8/3/2025,8/3/2025,TRUE,"Saratoga Racetrack, 267 Union Ave, Saratoga Springs, NY 12866"
Best Pal S.-G3,8/9/2025,8/9/2025,TRUE,"Del Mar Racing, 2260 Jimmy Durante Blvd, Del Mar, CA 92014"
RTTBC25 WEEK #10,8/9/2025,8/10/2025,TRUE,
Week #12 Nominations Close (SAR),8/9/2025,8/9/2025,TRUE,
Sorrento S.-G3,8/10/2025,8/10/2025,TRUE,"Del Mar Racing, 2260 Jimmy Durante Blvd, Del Mar, CA 92014"
Week #12 Nominations Close (DMR),8/14/2025,8/14/2025,TRUE,
Philip H. Iselin S.-G3,8/16/2025,8/16/2025,TRUE,"Monmouth Park, 175 Oceanport Ave, Oceanport, NJ 07757"
Alabama S.-G1,8/16/2025,8/16/2025,TRUE,"Saratoga Racetrack, 267 Union Ave, Saratoga Springs, NY 12866"
RTTBC25 WEEK #11,8/16/2025,8/16/2025,TRUE,
Week #13 Nominations Close (SAR),8/16/2025,8/16/2025,TRUE,
RTTBC25 DRAFT #5 (4 Horses),8/19/2025,8/22/2025,TRUE,
Week #13 Nominations Close (DMR),8/21/2025,8/21/2025,TRUE,
Charles Town Classic S.-G2,8/22/2025,8/22/2025,TRUE,"Charles Town Racing, Hollywood Dr, Charles Town, WV 25438"
Charles Town Oaks S.-G2,8/22/2025,8/22/2025,TRUE,"Charles Town Racing, Hollywood Dr, Charles Town, WV 25438"
RTTBC25 WEEK #12,8/22/2025,8/24/2025,TRUE,
Pat O'Brien S.-G2,8/23/2025,8/23/2025,TRUE,"Del Mar Racing, 2260 Jimmy Durante Blvd, Del Mar, CA 92014"
Personal Ensign S.-G1,8/23/2025,8/23/2025,TRUE,"Saratoga Racetrack, 267 Union Ave, Saratoga Springs, NY 12866"
Forego S.-G1,8/23/2025,8/23/2025,TRUE,"Saratoga Racetrack, 267 Union Ave, Saratoga Springs, NY 12866"
H. A. Jerkens Mem. S.-G1,8/23/2025,8/23/2025,TRUE,"Saratoga Racetrack, 267 Union Ave, Saratoga Springs, NY 12866"
Ballerina H.-G1,8/23/2025,8/23/2025,TRUE,"Saratoga Racetrack, 267 Union Ave, Saratoga Springs, NY 12866"
Travers S.-G1,8/23/2025,8/23/2025,TRUE,"Saratoga Racetrack, 267 Union Ave, Saratoga Springs, NY 12866"
Rancho Bernardo H.-G3,8/24/2025,8/24/2025,TRUE,"Del Mar Racing, 2260 Jimmy Durante Blvd, Del Mar, CA 92014"
"RTTBC25 DRAFT #6 (4 Horses, 1 Trainer, 1 Jockey, 1 Sire)",8/26/2025,8/30/2025,TRUE,
Week #15 Nominations Close (CD),8/27/2025,8/27/2025,TRUE,
Pacific Classic-G1,8/30/2025,8/30/2025,TRUE,"Del Mar Racing, 2260 Jimmy Durante Blvd, Del Mar, CA 92014"
Torrey Pines S.-G3,8/30/2025,8/30/2025,TRUE,"Del Mar Racing, 2260 Jimmy Durante Blvd, Del Mar, CA 92014"
Prioress S.-G3,8/30/2025,8/30/2025,TRUE,"Saratoga Racetrack, 267 Union Ave, Saratoga Springs, NY 12866"
Spinaway S.-G1,8/30/2025,8/30/2025,TRUE,"Saratoga Racetrack, 267 Union Ave, Saratoga Springs, NY 12866"
RTTBC25 WEEK #13,8/30/2025,9/1/2025,TRUE,
Jockey Club Gold Cup-G1,8/31/2025,8/31/2025,TRUE,"Saratoga Racetrack, 267 Union Ave, Saratoga Springs, NY 12866"
Week #16 Nominations Close (GP),8/31/2025,8/31/2025,TRUE,
Hopeful S.-G1,9/1/2025,9/1/2025,TRUE,"Saratoga Racetrack, 267 Union Ave, Saratoga Springs, NY 12866"
Week #16 Nominations Close (CD),9/3/2025,9/3/2025,TRUE,
Week #16 Nominations Close (PRX),9/3/2025,9/3/2025,TRUE,
Del Mar Debutante S.-G1,9/6/2025,9/6/2025,TRUE,"Del Mar Racing, 2260 Jimmy Durante Blvd, Del Mar, CA 92014"
RTTBC25 WEEK #14,9/6/2025,9/7/2025,TRUE,
Del Mar Futurity-G1,9/7/2025,9/7/2025,TRUE,"Del Mar Racing, 2260 Jimmy Durante Blvd, Del Mar, CA 92014"
Week #16 Nominations Close (RP),9/12/2025,9/12/2025,TRUE,
Iroquois S.-G3,9/13/2025,9/13/2025,TRUE,"Churchill Downs, 700 Central Ave, Louisville, KY 40208"
Pocahontas S.-G3,9/13/2025,9/13/2025,TRUE,"Churchill Downs, 700 Central Ave, Louisville, KY 40208"
Locust Grove S.-G2,9/13/2025,9/13/2025,TRUE,"Churchill Downs, 700 Central Ave, Louisville, KY 40208"
RTTBC25 WEEK #15,9/13/2025,9/13/2025,TRUE,
Week #17 Nominations Close (BAQ),9/13/2025,9/13/2025,TRUE,
Week #17 Nominations Close (CD),9/13/2025,9/13/2025,TRUE,
Week #17 Nominations Close (SA),9/13/2025,9/13/2025,TRUE,
Week #18 Nominations Close (KEE),9/17/2025,9/17/2025,TRUE,
Dogwood S.-G3,9/20/2025,9/20/2025,TRUE,"Churchill Downs, 700 Central Ave, Louisville, KY 40208"
Princess Rooney Invt'l-G3,9/20/2025,9/20/2025,TRUE,"Gulfstream Park, 901 S Federal Hwy, Hallandale Beach, FL 33009"
Cotillion S.-G1,9/20/2025,9/20/2025,TRUE,"Parx Racing, 2999 Street Rd, Bensalem, PA 19020"
Pennsylvania Derby-G1,9/20/2025,9/20/2025,TRUE,"Parx Racing, 2999 Street Rd, Bensalem, PA 19020"
Gallant Bob S.-G2,9/20/2025,9/20/2025,TRUE,"Parx Racing, 2999 Street Rd, Bensalem, PA 19020"
Greenwood Cup S.-G3,9/20/2025,9/20/2025,TRUE,"Parx Racing, 2999 Street Rd, Bensalem, PA 19020"
RTTBC25 WEEK #16,9/20/2025,9/20/2025,TRUE,
Week #18 Nominations Close (BAQ),9/20/2025,9/20/2025,TRUE,
Week #18 Nominations Close (SA),9/20/2025,9/20/2025,TRUE,
RTTBC25 DRAFT #7 (4 Horses),9/23/2025,9/27/2025,TRUE,
Woodward S.-G2,9/27/2025,9/27/2025,TRUE,"Aqueduct Racetrack, 11000 Rockaway Blvd, Jamaica, NY 11420"
Vosburgh S.-G3,9/27/2025,9/27/2025,TRUE,"Aqueduct Racetrack, 11000 Rockaway Blvd, Jamaica, NY 11420"
Lukas Classic-G2,9/27/2025,9/27/2025,TRUE,"Churchill Downs, 700 Central Ave, Louisville, KY 40208"
Ack Ack S.-G3,9/27/2025,9/27/2025,TRUE,"Churchill Downs, 700 Central Ave, Louisville, KY 40208"
California Crown S.-G1,9/27/2025,9/27/2025,TRUE,"Santa Anita Park, 285 W Huntington Dr, Arcadia, CA 91007"
RTTBC25 WEEK #17,9/27/2025,9/28/2025,TRUE,
Gallant Bloom H.-G2,9/28/2025,9/28/2025,TRUE,"Aqueduct Racetrack, 11000 Rockaway Blvd, Jamaica, NY 11420"
Delaware H.-G3,9/28/2025,9/28/2025,TRUE,"Delaware Park, 777 Delaware Park Blvd, Wilmington, DE 19804"
Oklahoma Derby-G3,9/28/2025,9/28/2025,TRUE,"Remington Park, 1 Remington Pl, Oklahoma City, OK 73111"
Zenyatta S.-G2,9/28/2025,9/28/2025,TRUE,"Santa Anita Park, 285 W Huntington Dr, Arcadia, CA 91007"
Santa Anita Sprint Champ. S.-G2,9/28/2025,9/28/2025,TRUE,"Santa Anita Park, 285 W Huntington Dr, Arcadia, CA 91007"
Week #20 Nominations Close (KEE),10/1/2025,10/1/2025,TRUE,
Darley Alcibiades S.-G1,10/3/2025,10/3/2025,TRUE,"Keeneland Race Track, Lexington, KY 40510"
S. K. Ogden Phoenix S.-G2,10/3/2025,10/3/2025,TRUE,"Keeneland Race Track, Lexington, KY 40510"
RTTBC25 WEEK #18,10/3/2025,10/5/2025,TRUE,
Champagne S.-G1,10/4/2025,10/4/2025,TRUE,"Aqueduct Racetrack, 11000 Rockaway Blvd, Jamaica, NY 11420"
Frizette S.-G1,10/4/2025,10/4/2025,TRUE,"Aqueduct Racetrack, 11000 Rockaway Blvd, Jamaica, NY 11420"
Claiborne Breed. Fut.-G1,10/4/2025,10/4/2025,TRUE,"Keeneland Race Track, Lexington, KY 40510"
T'bred Club of America S.-G2,10/4/2025,10/4/2025,TRUE,"Keeneland Race Track, Lexington, KY 40510"
American Pharoah S.-G1,10/4/2025,10/4/2025,TRUE,"Santa Anita Park, 285 W Huntington Dr, Arcadia, CA 91007"
Oak Leaf S.-G2,10/4/2025,10/4/2025,TRUE,"Santa Anita Park, 285 W Huntington Dr, Arcadia, CA 91007"
Chillingworth S.-G3,10/4/2025,10/4/2025,TRUE,"Santa Anita Park, 285 W Huntington Dr, Arcadia, CA 91007"
Beldame S.-G2,10/5/2025,10/5/2025,TRUE,"Aqueduct Racetrack, 11000 Rockaway Blvd, Jamaica, NY 11420"
Juddmonte Spinster S.-G1,10/5/2025,10/5/2025,TRUE,"Keeneland Race Track, Lexington, KY 40510"
Tokyo City Cup-G3,10/5/2025,10/5/2025,TRUE,"Santa Anita Park, 285 W Huntington Dr, Arcadia, CA 91007"
RTTBC25 WEEK #19 (No Races),10/11/2025,10/11/2025,TRUE,
Perryville S.-G3,10/18/2025,10/18/2025,TRUE,"Keeneland Race Track, Lexington, KY 40510"
Lexus Raven Run S.-G2,10/18/2025,10/18/2025,TRUE,"Keeneland Race Track, Lexington, KY 40510"
RTTBC25 WEEK #20,10/18/2025,10/18/2025,TRUE,
Industry Note: Pre-Entry Deadline for Breeders’ Cup World Championships.,10/20/2025,10/20/2025,TRUE,
Industry Note: Entry Deadline for Breeders' Cup World Championships,10/27/2025,10/27/2025,TRUE,
RTTBC25 DRAFT #8 (4 Horses),10/28/2025,10/31/2025,TRUE,
BC JUVENILE-G1,10/31/2025,10/31/2025,TRUE,"Del Mar Racing, 2260 Jimmy Durante Blvd, Del Mar, CA 92014"
BC JUVY FILLIES-G1,10/31/2025,10/31/2025,TRUE,"Del Mar Racing, 2260 Jimmy Durante Blvd, Del Mar, CA 92014"
RTTBC25 CHAMPIONSHIP WEEK,10/31/2025,11/1/2025,TRUE,
BC F&M SPRINT-G1,11/1/2025,11/1/2025,TRUE,"Del Mar Racing, 2260 Jimmy Durante Blvd, Del Mar, CA 92014"
BC DISTAFF-G1,11/1/2025,11/1/2025,TRUE,"Del Mar Racing, 2260 Jimmy Durante Blvd, Del Mar, CA 92014"
BC SPRINT-G1,11/1/2025,11/1/2025,TRUE,"Del Mar Racing, 2260 Jimmy Durante Blvd, Del Mar, CA 92014"
BC DIRT MILE-G1,11/1/2025,11/1/2025,TRUE,"Del Mar Racing, 2260 Jimmy Durante Blvd, Del Mar, CA 92014"
BC CLASSIC-G1,11/1/2025,11/1/2025,TRUE,"Del Mar Racing, 2260 Jimmy Durante Blvd, Del Mar, CA 92014"
